tweet,sentimiento,polaridad_dominante
"quiero trabajar con ustedes, me ayudan diciéndome como!",0.0,Neutral
gracias!,0.0,Neutral
Eficiencia,0.0,Neutral
Muchas gracias nunca me contestó. Afounadamente ya ha quedado resuelto.,0.34,Positiva
"¡Hola! Abre tu Cuenta Hey y obtén un boleto dorado cada mes para ganar.https://t.co/j45MnogZ Te recomiendo muchísimo la cuenta, de hecho la reseñan muy bien varios YouTubers de finanzas.",0.0,Neutral
Muchas gracias por el Boleto Dorado ☺️,0.0,Neutral
Gracias por la apoación. Saludos,0.0,Neutral
Esto es lo que yo llamo ServicioalCliente Mexico de verdad así es que un banco debe tratar a un cliente no es nada más meter el dinero. Aprendan,-0.296,Negativa
"Buen día, es más fácil que usted obtenga el crédito con alguna caja popular, no hay peor lucha que la que no se hace, saludos",-0.1531,Negativa
Gracias quedó en espera,0.0,Neutral
les dejé un DM solicitando de su valioso apoyo.Saludos,0.0,Neutral
"Gracias, ya envié mi duda",0.0,Neutral
Gracias por responder! Me da mucho gusto que te hayan solucionado rápido. Ojalá así sea mi caso 🤞🏼Saludos,0.0,Neutral
"Gracias lic hace tres años, si usted dice que no me deben negar volveré a hacerlo, muy amable por su atención un abrazo",-0.296,Negativa
"Muchas gracias, si lo haré de nuevo un abrazo fuee 🫶",0.0,Neutral
Por favor . Gracias,0.4019,Positiva
"Gracias, saludos",0.0,Neutral
Muchas gracias por responder!Acabo de lograr el desbloqueo!,0.0,Neutral
Espero que si,0.0,Neutral
"JAJAJAJJAJA VIC, trabajo en hey, cualquier duda no dudes en mandarme mensajito🫶🏻",-0.296,Negativa
Las de tienen buenos diseños.,0.0,Neutral
HOLA???,0.0,Neutral
"Gracias, estoy al pendiente de la información.",0.0,Neutral
Yo fui muy feliz por muchos años con la Santander Free hasta que me cambié a HeyBanco y su tarjeta me pareció una chulada. Recomiendo ampliamente.,0.5106,Positiva
Hola. En mi caso me comuniqué al 81 4392 2626 y allí me resolvieron. Por founa fue algo sencillo y rápido ¡Suee!,0.0,Neutral
Más fácil que Now saque sus tarjetas de crédito,0.0,Neutral
"Perfecto, iré a un punto Hey. Gracias, bebé LOL",0.7034,Positiva
"He probado 4 bancos tradicionales diferentes y hasta el momento el mejor manejando MSI, ha sido ✅Te permite ver exactamente cuánto debes en total. ✅ Te da la lista de todos los pagos futuros que tendrás que hacer mes por mes. ✅ Te da cashback de 2% en efectivo.",0.34,Positiva
Oye 🌝 Qué excelente tiempo de respuesta y amable personal en tu centro de atención ♥️ 🥰,0.0,Neutral
Listo muchas Gracias,0.0,Neutral
¡Estamos para servie!,0.0,Neutral
Con es tan sencillo hacer todo tipo de movimientos desde mi celular. Además tienen una super tasa de rendimiento…,0.5994,Positiva
"hola , les mandé un dm, gracias !",0.0,Neutral
Muchas gracias! Si entrare para levantar un repoe a,0.0,Neutral
La de está más coqueta y tienen beneficios reales. 🔥,0.0,Neutral
Listos! 💪🏼heybanco PalNoe2021,0.0,Neutral
"Gracias, arreglado",0.0,Neutral
Gracias 😊🤗,0.0,Neutral
"Muchas Gracias, ya fue resuelto, gracias por el sopoe. Excelente servicio 👌🏽",0.0,Neutral
Muchas gracias por la felicitación 🤗,0.0,Neutral
Si nunca había tenido este tipo de situación con otros métodos de pago y se me hace increíble como una operación tan sencilla como pagar con tu tarjeta de en una página web se conviee en toda una mala experiencia de usuario con su servicio.,0.0,Neutral
Vaaaaa gracias por el dato,0.0,Neutral
"Buen dia, saque un carro usado en merkauto, y me autorizaron el crédito el lunes 19 de Junio pero es fecha que no me llaman a firmar contrato y factura, como puedo saber cuando esta listo porque esta tardando mucho un proceso como este, gracias.",-0.296,Negativa
"Para que estén bien atentos a lo que les llega, gracias a les compao el correo para que vean por dónde les quieren llegar. Pónganse listos.",0.0,Neutral
AMO heybanco bien cabron. Jaja,0.0,Neutral
Por fiiiin modificaron la app de ya detecta mi huella y tiene una bonita sección de métricas de tus gastos. Ah y pagué sin temas la luz.,-0.5574,Negativa
Yo estoy con la verdad✨,0.0,Neutral
Gracias! Lo hice y quedo. 🙌🏻,0.0,Neutral
"Se resolvió, volviendo a instalar la app",0.0,Neutral
"Gracias, ahora se los envío",0.0,Neutral
"buen día, ¿esto es real?",0.0,Neutral
"Ps.... su aplicación es la mejor, he visto HSBC y Banamex y nel. ¿qué tal la de HeyBanco, la has probado?",0.0,Neutral
Muchas gracias ✨,0.0,Neutral
"Desde que abrí mi cuenta los amo ♥️. Si puedes, te recomiendo INVERSIÓN HEY ahí tengo mis ahorros y si eres Hey Pro hay mejores rendimientos 🤩",0.0,Neutral
"Respuesta favorable, gracias!",0.5255,Positiva
Por eso amamos ✨🩷,0.0,Neutral
"Una más Techreo de Came, está súper bien.... además de que ahora están dando unos regalos solo por inveir con ellos...seguro y muy fácil.",0.0,Neutral
Nos da mucho gusto que seas pae de esta gran familia FINSUS ¡Saludos! 😎💙,0.0,Neutral
¡Hola Gracias por ser pae de esta gran familia FINSUS 😎👊,0.0,Neutral
Hace pocos días estaba disponible,0.0,Neutral
FINSUS siempre me a gustado mucho :) Aprovechando les dejo mi enlace de referido ;) Utiliza mi código CASTILLO--79570,0.5994,Positiva
"Pedida, esta si vale la pena el precio jajaja",0.0,Neutral
Sin duda!,-0.5983,Negativa
Intenta es buenazo!!,0.0,Neutral
"ay suena súper bien, justo lo que me anda gustando mucho ahorita de nu es su pae de hacer crecer tu dinero jajk o sea la inversión, quiero entrarle más al tema👀 la más fan de los neobanks, definitivamente cuando por fin mande alv a banamex me abriré una de heybanco 🤓🩷",0.3182,Positiva
"Fácil: entro a pagos, elijo la tarjeta, elijo el plazo (3 meses, 0%), aceptar, token 👉 Error. Antes he pagado sin problemas. Puedo hacer otras operaciones con token sin problemas.",-0.872,Negativa
"😍 El nuevo diseño de las TDC de esta ma-ma-lón chavos. 🙋🏽‍♂️ Tan pronto me regrese de USA voy a solicitar mi nuevo diseño (carísimo el envío por cieo, ni Obama lo tiene). 👀Por cieo, su programa de recompensas esta bastante aceptable eh. 💡https://t.co/F79GXxxqTB",0.0,Neutral
"📢 Tarjetas de Crédito (TDC) SIN anualidad y con diseños chingones. 🚨Aunque antes de usar una TDC debes aprender a usarla papucho. 📢 Personalmente la uso y me va muy bien, la aceptan donde sea (incluso en el gabacho). 👀Checa:",-0.6523,Negativa
"Muchas gracias, Justo llame hace dos días para la aclaración, espero no sea tan tardado y salga bien",-0.296,Negativa
"Gracias, acabo de mandar el correo.",0.0,Neutral
"Varias meses siendo usuario HeyPro en y al fin me dieron por lo menos unos de sus puntos, algo más que una taza preferencial de inversión.",0.0,Neutral
"Perfecto, estaré atenta. Muchas gracias.",0.3182,Positiva
Rifadisimo en lo personal si me gustó.,0.0,Neutral
"Sí me sirvió, muchas gracias 🫶🏽",0.0,Neutral
"Que sean tan fácil de usar y sobre todo confiables como heybanco, cuales?",0.0,Neutral
"Ya me llegó la Ajolotarjeta de y me encantó, acá les dejo el unboxing para que vean más detalles de este nuevo diseño:",0.0,Neutral
Yo voy a pedir la mía está preciosa esa tarjeta 👍🥰,0.0,Neutral
¡Te invitamos a ser pae de Klar para que comiences a disfrutar de nuestros beneficios! 😀☺️,0.0,Neutral
Gracias ya mande un correo,0.0,Neutral
"Gracias por el repoe. Exacto, ya pagué. Cc",0.0,Neutral
realmente dan servicio al cliente por este medio?,0.0,Neutral
I highly recommend you to👉@Legith_hacks on Instagram he helped me out when I had same issues,0.4201,Positiva
"Que bueno, gracias por estar atentos. También chequen su nivel de ""empatia"" con sus clientes, de todas las formas. ✌️",0.0,Neutral
Que dato tan interesante me has dado! Conoces ?,0.0,Neutral
"Huy tambien Stori y Mercado Crédito desde 10 días antes están mandando SMS, notificaciones vía app y whats.",0.0,Neutral
Gracias ya les contesté,0.0,Neutral
Muy bien. Ya la solicité y si me la otorgaron. Elegí el diseño de ajolotito. 😎,0.0,Neutral
This web3 developer's MEV strategy is the real deal - earning him over 5 ETH per week and taking his crypto earnings to new heights.,0.0,Neutral
"Buenos días, he gracias por la atención, llame al servicio al cliente y todo bien, ya no aparece así, muchas gracias 👀",-0.296,Negativa
"Buena noche! En Mayo pedi un ceificado de regalo de amazon con HeyCoins, estaba viendo el estado del pedido y me aparece en Procesando, hay algun estimado de cuando se procesan estos pedidos? Muchas Gracias.",0.2481,Positiva
"Jajajaja por eso no me toman enserio, perooo nunca dejaré de usar a cheems para algunos vídeos jajaja Hoy vídeo en el cana…",-0.296,Negativa
"me pueden atender por aqui, no creo que haya problema.",-0.296,Negativa
"esperemos que responda en sinceramente no he tenido problemas con ellos se me hace un buen banco, muchas gracias.",-0.296,Negativa
El mejor banco es HeyBanco por mucha diferencia nk,0.0,Neutral
"Sí, tengo distintas cuentas y siempre me han apoyado cuando llega a pasar algo. Hasta ahora HeyBanco y BBVA han sido mis mejores experiencias",0.0,Neutral
Recomiendo HeyBanco,0.0,Neutral
Gracias. Ya me explicaron. Muy amables.,0.0,Neutral
Yo he tenido buena experiencia con HeyBanco. 1% cashback en compras físicas y 2% en compras online. La app es fácil de usar y permite inveir al 10% anual renovando cada 7 días. Actualmente la utilizo para cubrir mi gasto mensual. Estoy contento con ella.,0.0,Neutral
"En menos de un mes logré desbloquear estos grandes beneficios, gracias por brindar esta herramienta para promover e…",0.0,Neutral
Enserio! Wow muchas gracia spor la respuesta en unos minutos más termino de abrir mi cuenta,0.6239,Positiva
Ilimitadas. Puedes hacer todas las que quieras con los plazos que gustes y los mejores rendimientos. En ofrecemos la mejor plataforma digital que te permite libead financiera.,0.0,Neutral
"Gracias, ya les contesté🙏🙏🙏",0.0,Neutral
"Ha, thanks for the rec! I loved the idea of having a digital bank that's pa of the Multired (consoium of ATMs) but I guess it was not to be 🙄.",0.6588,Positiva
"Puedes empezar con tarjetas de crédito ""garantizadas"" Son para personas que no tienen historial. Stori o heybanco sería lo mejorcito. Recibir nómina también ayuda mucho con los bancos tradicionales c:",-0.296,Negativa
"Hoygan , mi TDC coó el 17-7-23 y la fecha límite de pago es el próximo jueves 3. Se supone que mientras pague antes de esa fecha no hay problema. Correcto?",-0.296,Negativa
Yap!,0.0,Neutral
Dame el telefono de servicio al cliente,0.0,Neutral
tomalo por el lado amable y para el proximo recibo ya es gratis heheheheh,0.0516,Positiva
Jajaja verdad que sí,0.0,Neutral
Gracias por el seguimiento. Ya quedó resuelto y no era problema de ustedes.,-0.296,Negativa
"Excelente servicio Por cieo, como dato Por cualquier cosa yo no di mis datos bancarios pues de uso común Yo tengo una cuenta digital de HeyBanco que no utilizo más que para esto, y ahí me han estado llegando mis transferencias Adjunto evidencia",-0.5267,Negativa
"Ya quedó solucionado, Muchas gracias",0.0,Neutral
recomiendo x10000 HeyBanco!!!,0.0,Neutral
Gracias ya respondi el mensaje,0.0,Neutral
"Estaría súper, algo como lo que hacen en",0.0,Neutral
Fácil: Abre una cuenta bancaria en uno de los nuevos bancos digitales. Te recomiendo porque está mucho más integrado al sistema bancario que otros que simplemente son fintech.,0.0,Neutral
No recuerdo pero creo que fue rápido,-0.296,Negativa
"hola buenas tardes! Me ayudan a confirmar cual es el monto máximo para transferir desde mi cuenta hey y como puedo modificar esos límites por favor, gracias!",0.508,Positiva
Muchas gracias! Le había recomendado a un conocido que antes ellos daban préstamos y ya no salen. Entonces quería sugerirle esa opción. Que amable eres.,-0.3595,Negativa
"Creo que es eso, acaba de llegar, muchas gracias",0.0,Neutral
Jaja lo mismo pasa con Mercado Pago y HeyBanco pero de acuerdo es una maravilla,0.0,Neutral
"Si me resolvieron, tiene un gran servicio al cliente!",0.0,Neutral
Si me llegó a las 24 hrs. Espero que haya llegado bien la transferencia.,0.0,Neutral
"Ya lo hice, ayer saqué todaa lana y mejor me quedo con quienes ya llevo tiempo y no he tenido problemas con ellos. También recomiendo a me está jalando muy bien y mis clientes me pagan por ahí. Saludos.",-0.296,Negativa
"Hola muchas gracias ya les expliqué la situación, les agradezco una respuesta a la brevedad",0.0,Neutral
"Les escribí por ahí desde ayer, y no me pelaron!",-0.3595,Negativa
"hoy fue mi primer día en heybanco ✨🌷✨ de regreso a la vida de oficina 🦋 mil gracias, 💋",0.0,Neutral
"¡Por fin me tocó un BoletoDorado ganador! 🤩 Me sentí como Charlie en la fabrica de chocolates 🤭 Cámara solo me faltan 8,200 heypoints para mi xbox.",0.0,Neutral
"Release notes, mensaje con typo en Terjeta Me gusto la actualización que hicieron para ver las tarjetas",0.0,Neutral
"Justo a mi me pasó en el mismo momento, al final vuelve a aparecer en un rato después.",0.0,Neutral
Gracias 😊 🙏,0.0,Neutral
Le sugiero encarecidamente que se comunique con ~bensonhack50~ en Instagram para solucionar cualquier problema relacionado con la cuenta. ahí rápido y confiable aún puedes graficarlos por WhatsApp 👉🏻👉🏻,0.0,Neutral
"Muchas gracias, ya les respondí por DM",0.0,Neutral
"En la Comunidarks me recomendaron la Rappicard y la HeyBanco. Uso más la de HeyBanco por las recompensas, no hay anualidad, además te da tarjeta dual entonces tienes de crédito y débito. La Rappicard la uso para cosas más específicas, por ej Ticketmaster la acepta sin problema.",-0.7003,Negativa
"Ya quedó resuelto favorablemente mi que queja, gracias",0.0,Neutral
Que guen servicio traen los de siemrpe resuelven bien 10/10 ☺️☺️,0.0,Neutral
"Resolvieron el cargo no reconocido de mi tarjeta, siempre dicen que pueden ser varios días pero el proceso no tardó ni una semana 👌🏽",-0.5267,Negativa
"Muchas gracias, ya lleno los datos. /@heybanco",0.0,Neutral
¡Muchísimas gracias por compair! ❤️ 🙌,0.0,Neutral
De qué queja me hablan? 🙄 Nada de quejas con Trabajan muy bien ❤️,0.0,Neutral
en Recompensa Total Banoe llegan en menos de 3 días hábiles por mail.,0.0,Neutral
Muy felices y contentos por nuestros clientes ya que hoy pudieron estrenar su nuevo hogar. inovaserviciosfinancieros cuauhtémocchihuahua creditos HeyBanco,0.0,Neutral
"Perfecto, ya pude entrar a la App y como según mi dispositivo no es compatible (aunque es uno de los más recientes de Samsung) prefiero cambiar de banco a cambiar mi equipo. Hola! Saludos.",0.1007,Positiva
"Yo la tengo, esta bien padre.",0.0,Neutral
Aplausos para el equipo de 🫠,0.0,Neutral
"Yo quisiera saber si ya puedo ser acreedor a la tarjeta de crédito tradicional, debido a que ya llevo más de seis meses de uso de la garantizada y se ha mejorado mi historial muy significativamente!",0.4003,Positiva
Jajaja,0.0,Neutral
"HeyBanco ha implementado un chat/bot muy interesante llamado HeyGPT, que resuelve dudas sobre sus productos, el cual me sorprendió bastante, creo que es un gran avance para mejorar la experiencia con la atención a clientes, acá te cuento todo:",0.34,Positiva
Yo uso ese banco y siempre me resuelven rápido y mil veces más rápido vs Banamex haha,0.4588,Positiva
HeyBanco. Me ha salido buena.,0.34,Positiva
Chulada de cuenta! Buenos rendimientos 🤑 aplicación funcionando al 💯 sin comisiones de ninguna especie!! Entre esta y la de no necesito nada de ninguna otra institución. Nunca cambien ehhh? Asi empezó Klar y luego ya no cumplió. ☺️👍🏻,-0.8349,Negativa
"¡Feliz Día del Programador! Su trabajo es esencial para el funcionamiento de la sociedad actual, es por eso que te traemos algunos datos impoantes sobre este día y la profesión.👨🏻‍💻 HeyBancoMedia HeyBanco DíaDelProgramador Programadores",0.0,Neutral
"Hola muchas gracias, ya les contesté vía DM",0.0,Neutral
"Solucionado, gracias!",0.0,Neutral
ayuda!!,0.0,Neutral
"Es que son horas de Venus, todavía están en tiempo xd",0.5859,Positiva
Inviee en cuestión de minutos desde tu celular y obtén ganancias cada semana. 💰 Conoce cómo hacer crecer tu dinero con Inv…,0.0,Neutral
A mi me sirvió actualizar mi versión de Android a la más reciente. Con eso ya abre,0.0,Neutral
Gracias justo eso me funciono,0.0,Neutral
Yo elimine el cache en los ajustes de la app y funcionó,0.0,Neutral
Si me funcionó!!! Muchas gracias,0.0,Neutral
"Entren a ajustes de la app , borren el cache y funciona",0.0,Neutral
Esto me funcionó a mi,0.0,Neutral
Muchas gracias Hey! Ya quedó resuelto. 👌👌👌,0.0,Neutral
Gracias ! Lo intentare 😁,0.0,Neutral
Gracias! También me funcionó reiniciando 🙌,0.0,Neutral
"Ya qiedo resuelto, muchas gracias!",0.0,Neutral
Funcionó gracias. Mejor que la cuenta oficial,0.0,Neutral
"Muchas gracias por la información, me sirvió para poder acceder a la aplicación, deberían publicar la solución en sus redes para que otros usuarios puedan solucionarlo",0.0,Neutral
Confirmo hoy 19 de septiembre que funciona.. muchas gracias,0.0,Neutral
"La colonia más bonita y cool de todo Latinoamérica te está esperando, descubre con Jonnah Moreno sus increíbles recintos y disfruta de su increíble belleza. HeyBanco HeyMedia HeydeLocal Guadalajara",0.3182,Positiva
"El lugar perfecto para sentae a trabajar mientras te tomas un delicioso café... para después ir por una joya de la literatura, de segunda mano. Descubre con Jonnah Moreno los lugares secretos de la colonia Americana. HeyBanco HeyMedia HeydeLocal Guadalajara",0.3182,Positiva
"Entre cafeterías, una arquitectura única y bonitos pisos, Jonnah Moreno nos muestra la cara más apacible de la colonia Americana, que es considerada la más bonita en todo Latinoamérica. HeyBanco HeyMedia HeydeLocal Guadalajara",0.0,Neutral
"Muchas gracias ahora sí, por mandar la actualización v10.39.2 de la app de Android. La aplicación funciona nuevamente, tras 5 días que estuvo muea para varios de nosotros. Gracias",0.0,Neutral
"Exacto, en el 10.39.0 está todo normal.",0.0,Neutral
Listo! Muchas gracias! :),0.555,Positiva
Ya hoy se restableció la aplicación gracias,0.0,Neutral
"X3. A las 12 sin problema, y uno desde las 6 y nada",-0.5574,Negativa
"Gracias por la respuesta, pude habilitar mi app",0.0,Neutral
"A mi nunca me ha fallado, al contrario es de las más estables.",0.34,Positiva
"Gracias, no debería ser información privada, es para que ustedes mejoren. Saludos.",-0.296,Negativa
cómo puedo pedir otra tarjeta sin perder mis datos anteriores. Gracias,-0.5574,Negativa
Siempre estoy recomendando y llevo 2 meses sin tarjeta 🤡 ¿regresar a Banamex será la solución?,-0.5574,Negativa
"Hola, solo para agradecer públicamente la atención recibida en su momento, y mencionar que ya recibí todos los productos solicitado de su tienda de Hey Shop. Muchas gracias.",0.0,Neutral
Ya lo envie,0.0,Neutral
"Muchas gracias, los amo. 😭🫶🏽",0.0,Neutral
"increíble que a estas alturas tengas que ir a activar tu netkey “móvil” a una sucursal cuando cambias de teléfono. Tienen mucho que aprender de que sin comprometer tu seguridad, lo hacen simple y rápido desde la misma app.",-0.5574,Negativa
Yo sigo pensando que es un gran producto,0.0,Neutral
Yo también quiero 🫣,0.0,Neutral
"Gracias, les acabo de escribir.",0.0,Neutral
"Tengo la de que es de banco Azteca y si esta muy bien, la de también esta padre y la de esas manejo",0.0,Neutral
"En hora buena Jorge, tú eres una persona muy reconocida en el gremio mielero y tu reputación vale.",0.0,Neutral
👀 Órale qué cool. ofrece información sobre finanzas personales dentro de la aplicación. 🤩 Habrá que darle una opounidad al podcast,0.3182,Positiva
"Ganeee! Si quieres ser pae de esta fiebre Hey, te puedo referir. Gracias",0.0,Neutral
"Gracias, volví a llamar y fue rapido",0.0,Neutral
😮‍💨 5 estrellas al sopoe de ya se saben el dúo dinámico ☺️☺️,0.0,Neutral
Quedo en espera. Gracias,0.0,Neutral
Felicidades a todos los que hicieron esto posible,0.0,Neutral
"Procedo, gracias por el apoyo",0.0,Neutral
Recibí ayuda de fredhack88 en Telegram. Me ayudó a recuperar mi cuenta y habilitar la autenticación de dos factores en la cuenta. Estoy realmente impresionado. También te ayudará con tus problemas de piratería.,0.0,Neutral
"Gracias ya los conocí, los use, y hoy los dejo, definitivamente no son lo mio, pero si los recomiendo! 👍 Bancos f…",-0.3595,Negativa
"¡Te vamos a sorprender! ⭐️ Para todos nuestros fans, ¡les queremos dar más! Estamos a punto de elevar su experiencia a un ni…",0.0,Neutral
11% la inversión y con eso!,0.0,Neutral
Se va a poner bueno con heybanco,0.0,Neutral
"Estamos igual, también me sorprendí",0.0,Neutral
Yo también!,0.0,Neutral
Nos deberían sorprender con app funcional. Todos los dias hay que estar borrando e instalando. Dura un acceso útil.,0.0,Neutral
Listo enviado,0.0,Neutral
"Muy buena , esta vez hey se equivocó, decía ser diferente a los bancos normales e incluso puede que apair…",0.0,Neutral
Fuiste bueno por un tiempo. Ahora mi tarjeta se irá al cajón. Hasta nunca 👋🫶,0.0,Neutral
es muy buena opción.,0.0,Neutral
"Bueno, toda historia tiene un final. Adiós",0.0,Neutral
"La tarjeta plata trae buen cashback, deberías darle una revisada",0.0,Neutral
"¿SPA para los Hospitality? Bueno, siempre se agradece un masajito para aguantar los 3 días de festival ¡Checa los beneficios de cada abono! 🎟️🦁🔥 Mañana prevents exclusiva por TecatePalNoe 💖",0.5848,Positiva
Gracias! Les envíe otra duda.,0.0,Neutral
"Ok, estaré al pendiente, gracias",0.296,Positiva
"Gracias por mis ultimas recompensas, adios vaquero, fue bueno mientras duró",0.0,Neutral
Mañana los compramos!!! 🫶🙌🏻🙌🏻,0.0,Neutral
🦁 ¡Gracias! La Venta Exclusiva HeyBanco está AGOTADA en su totalidad 🎫 🫵🏻 La venta libre de Boleto Tempranero para 2024 tendrá lugar mañana 28 de octubre a pair de las 14:00 hrs.,0.0,Neutral
Gracias Gracias venta tempranera 🤍 Tqm,0.0,Neutral
⭐️⭐️Tecate Pa'l Noe 2024!!!⭐️⭐️ 🚨Si tienen Hey Banco aprovechen hoy porque hay buenos descuentos en el abono Tempranero!…,0.0,Neutral
¡Muchas gracias por tu confianza! 😀🤲 ¡Estamos felices de que formes pae de la familia Klar! 🥰🤩 ¡TE QUEREMOS!❤️,0.0,Neutral
Sería lo más adecuado después de lo que costo por lo menos 6 meses de prueba como lo hacía Scotia con su tarjeta ideal ya después decides.,0.5267,Positiva
"Gracias, sigan con esas propuestas tan inovadoras que seguramente atraerán millones de clientes y marcarán un antes y un después de la banca en México. De seguro las felicitaciones no paran por eso hasta bloquearon sus redes sociales. Son unos genios! No se cansan de ganar tanto?",-0.5707,Negativa
adquirí la membresía mega Fan porque me salió que un beneficio era una venta exclusiva de Tecate…,0.3182,Positiva
Ya cayó la actualización gracias,0.0,Neutral
Padrísimas las nuevas membresías de encontré una que se ajusta a mis necesidades y ya la contraté. Les recomiendo q…,0.0,Neutral
"A mí ya me depositaron, la verdad estoy contento con sus servicios, espero recapaciten y re valoren sus decisiones",0.0,Neutral
Es correcto,0.0,Neutral
Esto de me parece tipo las gasolinaras VIP,0.6166,Positiva
Antes que nada bienvenido a Ualá. Gracias por el feedback. Es muy constructivo. Varios de esos temas se resuelven en los próximos updates. Mudarse a una arquitectura 100% bancaria no ha sido fácil y eso afecta cieos procesos. Ya viene lo mejor. Gracias desde ya.,0.0516,Positiva
"Gracias ya pude comunicarme y creo si se solucionó mi problema, gracias 🙌",0.0,Neutral
Buena publicidad 👇,0.0,Neutral
"¿Eres un estudiante y tienes una idea brillante? 💡 ¡El Reto Emprende Hey te espera! Paicipa y gana hasta $50,000 por tu…",0.0,Neutral
Muchas gracias 🥰,0.0,Neutral
Ahorita mismo les mando correo y número telefónico para contacto.,0.0,Neutral
Dale gracias a,0.0,Neutral
Checa creo que tiene mucho potencial!,0.0,Neutral
"Bien hecho, ya mero te alcanzo. 🤷🏽‍♂️",0.0,Neutral
¡Muchas gracias por tu confianza! 😀 🤲 ¡Estamos felices de que formes pae de la familia Klar! 🥰 🤩,0.0,Neutral
"Lo verdaderamente interesante de heybanco es su herramienta de inversión y, en lo personal, sería para lo único que tengo la tarjeta y que pagaría por el plan. Según el plan que pagues y si dejas el dinero 7 o 28 días te pueden dar el 9%, 10%, 11% o 12% de interés anual.",0.0,Neutral
Ya están todos mis ahorros contigo! gracias,0.0,Neutral
"Gracias, como siempre super atentos y efectividad en resolver dudas.",0.6808,Positiva
Gracias por la respuesta ya conteste por DM saludos,0.0,Neutral
"Uf! Que buena idea, ¿No, Que nos pague en Hey Coins.",0.0,Neutral
"Mejor que anualidad, mensualidad 😏",0.0,Neutral
Bien merecido 🫠,0.0,Neutral
Me encanta la publicidad de la competencia,0.0,Neutral
INVEX!! El acelerador conviene muchísimo si le gastas de 10k para arriba al mes. Este año llevo como 4 mil en vuelos y muchas tarjetitas de uber y starbies.,0.0,Neutral
"Después de ver está entrevista, creo que es una excelente opción",0.0,Neutral
este tweet es solo para agradecer la rapidez con la que resolvieron unos cargos no reconocidos. Necesitaba urgentemente ese dinero que robaron de mi tarjeta y ustedes me ayudaron en sólo 3 días. También las cosas buenas deberían compairse. ¡Gracias Hey Banco!,-0.3595,Negativa
"Ya reflexioné, creo que están bien las membresías de",0.0,Neutral
En unos meses se fue lo que lograron en años... Felicidades,0.0,Neutral
Esta es la mejor idea para sus clientes,0.0,Neutral
"La verdad son muy buenos contra fraudes o cosas así, los demás bancos se mega desentienden, a mí me han hecho todos los paros de la vida.",0.0,Neutral
"Sí vi que además traen primo del bono y el primer año sin anualidad, que es lo que me da codoo. Y luego la edición de la tarjeta rosa 🥲. Ya considerando seriamente.",-0.5574,Negativa
"Yo amo con todo mi ser la Amex, la verdad siento que ninguna otra te tratan tan bien, está cara la anualidad pero sí vale toda la pena por la seguridad que te ofrecen.",0.0,Neutral
"Gracias, novio, un saludo hasta allá.",0.0,Neutral
Gracias Mandiii,0.0,Neutral
"Same, ya mejor regresé a Banoe y HeyBanco solo para compras de “riesgo”.",0.0,Neutral
Vamos muy bien con heybanco 👍🏾,0.0,Neutral
Muy amables muchas gracias.,0.0,Neutral
"Listo, lo hice en la madrugada, gracias!!",0.0,Neutral
Excelente noticia!!! El 15% está genial y sin necesidad de pagar membresías absurdas ahora sí tendrá mucho de que arrepentirse,-0.3971,Negativa
defiéndete !!!🖤,0.0,Neutral
bajó el rendimiento de la inversión mientras que la subió. Todo perfectamente equilibrado,0.0,Neutral
Hey sigues siendo cliente de Saludos!,0.0,Neutral
recomendada,0.0,Neutral
"Hazlo, es una excelente opción. Yo tengo con ellos 3 años",0.0,Neutral
"Sí, es venganza",0.0,Neutral
Una lección a esos perros de que quieren cobrar por lo que ustedes dan por solo ser clientes. Solo falta cashback y van a volver a ser mi tarjeta preferida.,0.0,Neutral
"Buen movimiento 🤓 ""Hey"" me recuerda a Mantis de Kung-fu Panda cuando agarra las cuerdas del puente 😂",0.0,Neutral
Agree. 👍🏽 Hasta una crónica les avente.,0.3612,Positiva
Gracias 👍,0.0,Neutral
Esto es rápido para,0.0,Neutral
Nos encanta tenee con nosotros 🥰,0.0,Neutral
Gracias carnal.,0.0,Neutral
No dudo que hayas sido tú hahahahahahaha.,-0.296,Negativa
"A mí me ofrece 3MSI, sería bueno ver si es verdad jajaja",0.0,Neutral
Beneficios de un mercado mas competitivo,0.0,Neutral
"Bendita sea la competencia, y bienvenido el cashback así sea un por ciento como dice la canción",0.0,Neutral
OJO ACA!! Regresan las recompensas a 🤩🤩🤩🤩,0.0,Neutral
Gracias nos escuchaste y por eso seguiré contigo 🫶🤗,0.0,Neutral
Lo mejor que pudiste hacer amigo,0.0,Neutral
Tsss .. que bueno .,0.0,Neutral
"Hiciste bien, tío ☺️",0.0,Neutral
Les recomiendo también es mexicano y no está en quiebra con el DientesDeBurroUsurero,-0.296,Negativa
"Gracias por la respuesta, estare atento saludos tio",0.0,Neutral
Gracias 🙏 😍👌⁦@soynumx⁩ ⁦@nubank⁩ espero sirva de aprendizaje a las demás plataformas si quieren nuestro dinero como inversionistas. Fyi ⁦@dinnactinver⁩ ⁦@heybanco⁩ ⁦@uala⁩ ⁦@uala_mex⁩ ⁦@MercadoPagoMex⁩ ⁦@FinsusApp⁩,0.2023,Positiva
"Increíble atención al cliente de siempre he pagado a tiempo, estoy dentro del plazo de pago y…",0.0,Neutral
el mejor banco,0.0,Neutral
"Me uní a en julio de 2019 y me ha resultado muy útil para mis transacciones en línea, la verdad la recomiendo mucho",0.34,Positiva
